Companies,Keywords,Search,Search Engine,Title,Link,Time Stamp,Media name
Tata,lawsuit,Tata lawsuit,Google,Tata Cliq CEO Faces Lawsuit From Nykaa For Breaching Confidentiality: Report,https://inc42.com/buzz/tata-cliq-ceo-faces-lawsuit-from-nykaa-for-breaching-confidentiality-report/,,Inc42
Tata,lawsuit,Tata lawsuit,Google,Here’s why Nykaa is suing Tata Cliq CEO Gopal Asthana,https://timesofindia.indiatimes.com/technology/tech-news/heres-why-nykaa-is-suing-tata-cliq-ceo-gopal-asthana/articleshow/113087875.cms,,Times of India
Tata,lawsuit,Tata lawsuit,Google,Nykaa Files Lawsuit Against Former CBO and Current Tata Cliq CEO Asthana  for Contract Violation,https://www.outlookbusiness.com/start-up/news/nykaa-files-lawsuit-against-former-cbo-and-current-tata-cliq-ceo-asthana-for-contract-violation,2024-09-05T08:29:58.160+05:30,Outlook Business
Tata,lawsuit,Tata lawsuit,Google,"ETtech Exclusive: Nykaa sues former CBO, current Tata Cliq CEO Asthana for  contract breach",https://m.economictimes.com/tech/technology/nykaa-sues-former-executive-asthana-who-now-heads-tata-cliq/articleshow/113072347.cms,,The Economic Times
Tata,lawsuit,Tata lawsuit,Google,"Tata Fired White US Workers in Favor of Visa Holders, Suit Says",https://news.bloomberglaw.com/daily-labor-report/tata-fired-white-us-workers-in-favor-of-visa-holders-suit-says,,Bloomberg Law News
Tata,lawsuit,Tata lawsuit,Google,TCS to take $125 million hit to Q3 earnings over US lawsuit,https://www.moneycontrol.com/news/business/indias-tcs-to-take-125-million-hit-to-q3-earnings-over-us-lawsuit-11783171.html,,Moneycontrol
Tata,lawsuit,Tata lawsuit,Google,US Supreme Court rejects Indian IT company's appeal in Epic trade secrets  case,https://www.fiercehealthcare.com/health-tech/us-supreme-court-rejects-indian-it-companys-appeal-epic-trades-secret-case,,FierceHealthcare
Tata,lawsuit,Tata lawsuit,Google,Here’s why Nykaa is suing Tata Cliq CEO Gopal Asthana,https://www.msn.com/en-in/news/India/here-s-why-nykaa-is-suing-tata-cliq-ceo-gopal-asthana/ar-AA1q29B2,,MSN
Tata,lawsuit,Tata lawsuit,Google,"TCS fined Rs 1,600 crore by US court for misappropriation of trade secrets",https://m.economictimes.com/tech/information-tech/tcs-fined-rs-1600-crore-by-us-court-in-dxc-case/articleshow/111013835.cms,,The Economic Times
Tata,lawsuit,Tata lawsuit,Google,TCS to take $125-m hit in Q3 over Epic lawsuit,https://www.thehindubusinessline.com/info-tech/tcs-to-take-125-m-hit-in-q3-over-epic-lawsuit/article67560870.ece,2023-11-22T05:39:09.000Z,The Hindu BusinessLine
Tata,lawsuit,Tata lawsuit,Google,"What is the DXC lawsuit, for which TCS faces a penalty of $210 million?",https://www.jagranjosh.com/general-knowledge/what-is-the-dxc-lawsuit-for-which-tcs-faces-a-penalty-of-210-million-dollar-1701184180-1,2023-11-28T20:36:00+05:30,Jagran Josh
Tata,lawsuit,Tata lawsuit,Google,TCS Q3 faces setback as US Supreme Court rejects appeal in EPIC case — co  plans $125-mn provision,https://www.cnbctv18.com/business/companies/tcs-faces-setback-as-us-supreme-court-rejects-appeal-in-epic-case-plans-usd-125-million-provision-18377561.htm,2023-11-21T19:04:36+05:30,CNBC TV18
Tata,lawsuit,Tata lawsuit,Google,"TCS fined Rs 1,600 crore by the US court on complaint of this US-based  company, here's the company's BSE",https://timesofindia.indiatimes.com/technology/tech-news/tcs-fined-rs-16000-crore-by-the-us-court-on-complaint-of-this-us-based-company-heres-the-companys-bse-filing/articleshow/111036958.cms,,Times of India
Tata,lawsuit,Tata lawsuit,Google,Will Tata Consultancy Q3 be hit after US court order’s company to pay $125  Million?,https://tradebrains.in/features/will-tata-consultancy-q3-be-hit-after-us-court-orders-company-to-pay-125-million/,,Trade Brains
Tata,lawsuit,Tata lawsuit,Google,TCS Asked To Pay $210 Million Fine To DXC Technology In Trade Secrets Row,https://www.outlookbusiness.com/news/tcs-asked-to-pay-210-million-fine-to-dxc-technology-in-trade-secrets-row,2023-11-27T15:25:33.842+05:30,Outlook Business
Tata,lawsuit,Tata lawsuit,Google,India's TCS to take $125 mln hit to Q3 earnings over US lawsuit,https://www.reuters.com/technology/indias-tcs-take-125-mln-hit-q3-earnings-over-us-lawsuit-2023-11-21/,,Reuters
Tata,lawsuit,Tata lawsuit,Google,Tata Consultancy Beats Whistleblower’s H-1B Visa Fraud Lawsuit,https://news.bloomberglaw.com/federal-contracting/tata-consultancy-beats-whistleblowers-h-1b-visa-fraud-lawsuit,,Bloomberg Law News
Tata,lawsuit,Tata lawsuit,Google,Tata 1mg’s FY24 report; Cognizant-Wipro CFO lawsuit settled,https://m.economictimes.com/tech/newsletters/tech-top-5/tata-1mgs-fy24-report-cognizant-wipro-lawsuit-settled/articleshow/111638073.cms,,The Economic Times
Tata,lawsuit,Tata lawsuit,Google,"More than 20 fired American workers have sued TCS, why and IT giant's  response",https://timesofindia.indiatimes.com/technology/tech-news/more-than-20-fired-americans-workers-of-tcs-have-sued-the-company-what-are-the-allegations-and-it-giants-response/articleshow/108906267.cms,,Times of India
Tata,lawsuit,Tata lawsuit,Google,US techie sues TCS for discrimination against Americans and favouring  Indians on H-1B visas,https://m.economictimes.com/nri/work/us-techie-sues-tcs-for-discrimination-against-americans-and-favouring-indians-on-h-1b-visas/articleshow/109237855.cms,,The Economic Times
Tata,Merger,Tata Merger,Google,Tata LCC to complete on October 1; mega AI Express to have 100 aircraft by  year end,https://timesofindia.indiatimes.com/business/india-business/ex-airasia-india-to-be-merged-into-ai-express/articleshow/113177707.cms,,Times of India
Tata,Merger,Tata Merger,Google,"Tata's financial services, insurance biz saw hefty profits in FY24",https://www.business-standard.com/companies/news/tata-group-s-financial-services-business-make-hefty-profits-in-fy24-124090800510_1.html,,Business Standard
Tata,Merger,Tata Merger,Google,Tata Consumer Products Streamlines Business by Merging Subsidiaries,https://indiahood.com/tata-consumer-products-streamlines-business-by-merging-subsidiaries/,,India Hood
Tata,Merger,Tata Merger,Google,Air India Cuts Losses by 60% in FY24: Tata Group Report,https://money.rediff.com/news/market/air-india-cuts-losses-by-60-in-fy24-tata-group-report/15392820240907,,Rediff Money
Tata,Merger,Tata Merger,Google,"Merger with Tata Motors Finance will broaden Tata Capital’s product  portfolio, says Fitch",https://www.thehindubusinessline.com/companies/merger-with-tata-motors-finance-will-broaden-tata-capitals-product-portfolio-says-fitch/article68327326.ece,2024-06-24T11:26:56.000Z,The Hindu BusinessLine
Tata,Merger,Tata Merger,Google,Air India Express Targets AIX Connect Merger in October; Hamish Maxwell to  Lead,https://www.goodreturns.in/news/air-india-express-merger-aix-connect-maxwell-coo-011-1374891.html,,Goodreturns
Tata,Merger,Tata Merger,Google,Tata group stock announces merger; How many shares will you get?,https://tradebrains.in/features/tata-group-stock-announces-merger-how-many-shares-will-you-get/,,Trade Brains
Tata,Merger,Tata Merger,Google,Air India-Vistara Merger: Tata gets a key task done to move towards merging  four airlines into two,https://m.economictimes.com/industry/transportation/airlines-/-aviation/air-india-vistara-merger-tata-gets-a-key-task-done-to-move-towards-merging-four-airlines-into-two/articleshow/111574056.cms,,The Economic Times
Tata,Merger,Tata Merger,Google,Tata Consumer Products completes merger of three subsidiaries in India,https://www.business-standard.com/companies/news/tata-consumer-products-completes-merger-of-three-subsidiaries-in-india-124090100552_1.html,,Business Standard
Tata,Merger,Tata Merger,Google,Tata Consumer Products completes merger of subsidiaries to simplify and  synergize its business,https://www.foodtechbiz.com/business-updates/tata-consumer-products-completes-merger-of-subsidiaries-to-simplify-and-synergize-its-business,,FoodTechBiz
Tata,Merger,Tata Merger,Google,Vistara-Air India merger progresses after Singapore Airlines gets FDI nod  from India | Company Business News,https://www.livemint.com/companies/news/vistaraair-india-merger-progresses-after-singapore-airlines-gets-fdi-nod-from-india-tata-group-11724983813181.html,2024-08-30T07:56:19+05:30,mint
Tata,Merger,Tata Merger,Google,"Tata Consumer Products completes merger of subsidiaries to simplify,  streamline business",https://www.moneycontrol.com/news/business/tata-consumer-products-completes-merger-of-subsidiaries-to-simplify-streamline-business-12811721.html,,Moneycontrol
Tata,Merger,Tata Merger,Google,Tata Consumer Products completes merger of subsidiaries to simplify business,https://www.storyboard18.com/brand-marketing/tata-consumer-products-completes-merger-of-subsidiaries-to-simplify-business-41045.htm,,Storyboard18
Tata,Merger,Tata Merger,Google,Vistara Shuts After Air India Merger: A Complete Timeline of Tata Group's  Airline Business,https://www.news18.com/business/vistara-shuts-after-air-india-merger-a-complete-timeline-of-tata-groups-airline-business-9033112.html,2024-08-30T16:07:13+05:30,News18
Tata,Merger,Tata Merger,Google,"Tata-owned BigBasket is making this change to its main app, CEO reveals plan",https://timesofindia.indiatimes.com/technology/tech-news/tata-owned-bigbasket-is-making-this-change-to-its-main-app-ceo-reveals-plan/articleshow/113099441.cms,,Times of India
Tata,Merger,Tata Merger,Google,Tata Steel merges with 5 subsidiaries; merger with TRF called off after  better biz performance,https://www.thehindubusinessline.com/companies/tata-steel-merges-with-5-subsidiaries-merger-with-trf-called-off-after-better-biz-performance/article67820578.ece,2024-02-07T07:08:47.000Z,The Hindu BusinessLine
Tata,Merger,Tata Merger,Google,"Tata Motors looks to spin off its NBFC arms, merge with IPO-bound Tata  Capital",https://m.economictimes.com/industry/auto/auto-news/tata-motors-looks-to-spin-off-its-nbfc-arms-merge-with-ipo-bound-tata-capital/articleshow/109989515.cms,,The Economic Times
Tata,Merger,Tata Merger,Google,Tata Group to retain Air India's top management post-Vistara merger,https://www.business-standard.com/companies/news/tata-group-to-retain-air-india-s-top-management-post-vistara-merger-124071500169_1.html,,Business Standard
Tata,Merger,Tata Merger,Google,Tata Motors to merge vehicle financing biz with Tata Capital,https://timesofindia.indiatimes.com/business/india-business/tata-motors-to-merge-vehicle-financing-biz-with-tata-capital/articleshow/110727255.cms,,Times of India
Tata,Merger,Tata Merger,Google,Tata Motors Fin to merge with Tata Capital via NCLT scheme of arrangement,https://www.business-standard.com/companies/news/tata-motors-fin-to-merge-with-tata-capital-via-nclt-scheme-of-arrangement-124060401614_1.html,,Business Standard
Reliance,lawsuit,Reliance lawsuit,Google,Massive Reliance-Disney merger cleared by India watchdog,https://www.bbc.com/news/articles/c7v5j5dern7o,,BBC
Reliance,lawsuit,Reliance lawsuit,Google,Disney’s $8.5bn Merger with Reliance; Google Sued for $2.3bn; Elon Musk  Sues OpenAI,https://www.exchangewire.com/blog/2024/03/04/disneys-8-5bn-merger-with-reliance-google-sued-for-2-3bn-elon-musk-sues-openai/,,ExchangeWire.com
Reliance,lawsuit,Reliance lawsuit,Google,"T-Series, Reliance Lawsuit Reveals The Real Price Netflix Paid To Stream  Diljit Dosanjh's Amar Singh Chamkila",https://in.mashable.com/entertainment/75257/t-series-reliance-lawsuit-reveals-the-real-price-netflix-paid-to-stream-diljit-dosanjh-amar-singh-ch,2024-05-16T09:29:09+00:00,Mashable India
Reliance,lawsuit,Reliance lawsuit,Google,Google Struggles to Lessen Reliance on Apple Safari,https://www.theinformation.com/articles/google-struggles-to-lessen-reliance-on-apple-safari,,The Information
Reliance,lawsuit,Reliance lawsuit,Google,Amazon,https://ilsr.org/independent-business/amazon/,,Institute for Local Self-Reliance
Reliance,lawsuit,Reliance lawsuit,Google,Tax Court Provides Evidentiary Lesson On Professional-Reliance Defense,https://www.forbes.com/sites/matthewroberts/2023/11/19/tax-court-provides-evidentiary-lesson-on-professional-reliance-defense/,,Forbes
Reliance,lawsuit,Reliance lawsuit,Google,Reliance Power wins lawsuit in Indonesian court challenging validity of  Singapore arbitration award,https://energy.economictimes.indiatimes.com/news/power/reliance-power-wins-lawsuit-in-indonesian-court-challenging-validity-of-singapore-arbitration-award/75998070,,ETEnergyworld.com
Reliance,lawsuit,Reliance lawsuit,Google,"Reliance Infra-Delhi Metro case: SC gives Centre December 14 deadline for  payment clarity of Rs 4,500 crore",https://www.cnbctv18.com/infrastructure/reliance-infra-delhi-metro-sc-centre-deadline-december-14-payment-clarity-rs-4500-crore-15399501.htm,2022-12-12T18:17:05+05:30,CNBC TV18
Reliance,lawsuit,Reliance lawsuit,Google,Amazon Wins Court Battle in India Against a Local Powerhouse (Published  2021),https://www.nytimes.com/2021/08/06/technology/india-amazon-reliance-ambani.html,,The New York Times
Reliance,lawsuit,Reliance lawsuit,Google,NCDRC Orders Reliance Life Insurance Company To Pay Rs 1 Crore And 50k  Litigation Costs,https://www.livelaw.in/consumer-cases/ncdrc-orders-reliance-life-insurance-company-litigation-costs-236779,2023-09-02T10:30:52+05:30,Live Law
Reliance,lawsuit,Reliance lawsuit,Google,Older IBM Workers Cite Al Tool Reliance in Age Bias Lawsuit (1),https://news.bloomberglaw.com/daily-labor-report/older-ibm-workers-cite-al-chatbot-reliance-in-age-bias-lawsuit,,Bloomberg Law News
Reliance,lawsuit,Reliance lawsuit,Google,"Cognizant settles CFO lawsuit with Wipro, pays Rs 4 crore",https://www.communicationstoday.co.in/cognizant-settles-cfo-lawsuit-with-wipro-pays-rs-4-crore/,2024-07-10T01:59:28+00:00,Communications Today
Reliance,lawsuit,Reliance lawsuit,Google,"Reliance copies Facebook's playbook, including antitrust fears",https://asia.nikkei.com/Spotlight/Comment/Reliance-copies-Facebook-s-playbook-including-antitrust-fears,,Nikkei Asia
Reliance,lawsuit,Reliance lawsuit,Google,An Anil Ambani company has sued an Adani firm for $1.7 billion,https://qz.com/anil-ambanis-reliance-infra-sues-adani-firm-1849523761,2022-09-12T08:05:00.761Z,Quartz
Reliance,lawsuit,Reliance lawsuit,Google,Anil Ambani’s defamation blitz: 28 cases filed by Reliance Group in  Ahmedabad courts this year,https://scroll.in/article/903119/anil-ambanis-defamation-blitz-28-cases-filed-by-reliance-group-in-ahmedabad-courts-this-year,,Scroll.in
Reliance,lawsuit,Reliance lawsuit,Google,Statement on FTC lawsuit to block Kroger’s acquisition of Albertsons,https://ilsr.org/articles/statement-ftc-lawsuit-blocking-kroger-albertsons-merger/,,Institute for Local Self-Reliance
Reliance,lawsuit,Reliance lawsuit,Google,"In a first, Anil Ambani threatened with class action lawsuit at Reliance  Power AGM",https://www.cnbctv18.com/business/in-a-first-anil-ambani-threatened-with-class-action-lawsuit-at-reliance-power-agm-4456031.htm,2019-10-01T08:20:17+05:30,CNBC TV18
Reliance,lawsuit,Reliance lawsuit,Google,US SC to hear Nvidia’s bid to dismiss securities fraud lawsuit,https://www.communicationstoday.co.in/us-sc-to-hear-nvidias-bid-to-dismiss-securities-fraud-lawsuit/,2024-06-18T01:35:04+00:00,Communications Today
Reliance,lawsuit,Reliance lawsuit,Google,Statement on FTC’s Amazon Lawsuit,https://ilsr.org/articles/statement-ftc-amazon-lawsuit/,,Institute for Local Self-Reliance
Reliance,lawsuit,Reliance lawsuit,Google,Amazon vs. Future lawsuit sheds light on tricky Indian contracts,https://asia.nikkei.com/Spotlight/Comment/Amazon-vs.-Future-lawsuit-sheds-light-on-tricky-Indian-contracts,,Nikkei Asia
Reliance,Merger,Reliance Merger,Google,Reliance-Disney: A mega merger aims to reshape India's entertainment landscape,https://www.bbc.com/news/articles/c3d9ymnkz44o,,BBC
Reliance,Merger,Reliance Merger,Google,"CCI greenlights Rs 70,350-crore Reliance-Disney India merger",https://www.moneycontrol.com/news/business/cci-clears-8-5-bn-reliance-disney-merger-12809059.html,,Moneycontrol
Reliance,Merger,Reliance Merger,Google,"Disney, Reliance overcome cricket concerns to win approval for $8.5 billion merger",https://www.reuters.com/world/india/india-competition-regulator-approves-85-bln-disney-reliance-media-assets-merger-2024-08-28/,,Reuters
Reliance,Merger,Reliance Merger,Google,Reliance and Disney merger approved by CCI,https://www.hindustantimes.com/business/reliance-and-disney-merger-approved-by-cci-101724845660425.html,,Hindustan Times
Reliance,Merger,Reliance Merger,Google,"Disney-Reliance Entertainment Merger Approved by Indian Regulator, Law Tribunal",https://variety.com/2024/tv/news/disney-reliance-merger-approved-1236120829/,2024-08-31T07:36:02+00:00,Variety
Reliance,Merger,Reliance Merger,Google,Disney India-Reliance Merger Gets Go-Ahead From Antitrust Watchdog,https://deadline.com/2024/08/disney-india-reliance-industries-merger-greenlight-1236071228/,2024-08-28T13:40:16+00:00,Deadline
Reliance,Merger,Reliance Merger,Google,Indian watchdog approves $8.5bn Disney-Reliance entertainment merger,https://www.ft.com/content/47bbbfa3-f94f-4bd6-b775-99c531f016b6,,Financial Times
Reliance,Merger,Reliance Merger,Google,"CCI warns Disney, Reliance merger will hurt rivals: Report",https://timesofindia.indiatimes.com/business/india-business/cci-warns-disney-reliance-merger-will-hurt-rivals-reports/articleshow/112655449.cms,,Times of India
Reliance,Merger,Reliance Merger,Google,"Reliance, Disney Merger Will Hurt Rivals, Warns Antitrust Body: Report",https://www.ndtv.com/india-news/reliance-disney-merger-will-hurt-rivals-warns-antitrust-body-report-6378538,,NDTV
Reliance,Merger,Reliance Merger,Google,NCLT approves merger of Reliance-owned Viacom18 Media with Star India,https://www.business-standard.com/companies/news/nclt-approves-merger-of-ril-owned-viacom-18-with-disney-s-star-india-124083001156_1.html,,Business Standard
Reliance,Merger,Reliance Merger,Google,Anatomy of Reliance-Disney merger: What are the strategies and challenges?,https://www.business-standard.com/companies/news/anatomy-of-reliance-disney-merger-what-are-the-strategies-and-challenges-124083001062_1.html,,Business Standard
Reliance,Merger,Reliance Merger,Google,Disney-Reliance's $8.5 bn merger gets CCI approval; here's a look at breakdown of assets,https://m.economictimes.com/industry/media/entertainment/media/cci-approves-deal-combination-involving-reliance-viacom-18-and-star-india/articleshow/112865983.cms,,The Economic Times
Reliance,Merger,Reliance Merger,Google,"Competition watchdog CCI approves Disney, RIL-owned Viacom18's $8.5-bn merger | Company Business News",https://www.livemint.com/companies/news/cci-gives-nod-to-70-350-crore-reliance-disney-india-merger-11724845504342.html,2024-08-28T17:34:53+05:30,mint
Reliance,Merger,Reliance Merger,Google,All about Disney-Reliance merger; a timeline of the $8.5 billion entertainment power merger,https://www.financialexpress.com/business/brandwagon-all-about-disney-reliance-merger-a-timeline-of-the-8-5-billion-entertainment-power-merger-3596903/,,The Financial Express
Reliance,Merger,Reliance Merger,Google,"Reliance-Disney merger cleared, but what were the key concerns?",https://www.indiatoday.in/business/story/reliance-disney-merger-deal-clearer-cci-key-concerns-explained-2589945-2024-08-29,2024-08-29T12:20:24+05:30,India Today
Reliance,Merger,Reliance Merger,Google,Competition Commission clears Reliance-Disney India merger,https://www.cnbctv18.com/business/companies/competition-commission-of-india-clears-reliance-disney-india-merger-19467052.htm,2024-08-28T16:46:09+05:30,CNBC TV18
Reliance,Merger,Reliance Merger,Google,"Disney, Reliance overcome cricket concerns to win approval for $8.5 billion India merger",https://www.cnbc.com/2024/08/28/disney-reliance-overcome-concerns-to-win-approval-for-india-merger.html,2024-08-28T11:59:40+0000,CNBC
Reliance,Merger,Reliance Merger,Google,Massive Reliance-Disney merger cleared by India watchdog,https://www.bbc.com/news/articles/c7v5j5dern7o,,BBC
Reliance,Merger,Reliance Merger,Google,"Reliance-Disney offer concessions for $8.5 billion India merger deal, but cricket broadcast rights remain a hurdle | Company Business News",https://www.livemint.com/companies/news/reliancedisney-offer-concessions-for-8-5-billion-india-merger-deal-but-cricket-broadcast-rights-remain-a-hurdle-11724329037228.html,2024-08-22T18:55:30+05:30,mint
Reliance,Merger,Reliance Merger,Google,"Disney-Reliance offer concessions for $8.5 billion India merger, but no cricket rights sale",https://m.economictimes.com/industry/media/entertainment/media/disney-reliance-offer-concessions-for-8-5-billion-india-merger-but-no-cricket-rights-sale/articleshow/112713749.cms,,The Economic Times
Tata,lawsuit,Tata lawsuit,Yahoo,"Tata Digital logs Rs 37,355 crore aggregate GMV in FY24 - ET BrandEquity",https://economictimes.indiatimes.com/tech/technology/tata-digital-logs-rs-37355-crore-aggregate-gmv-in-fy24/articleshow/113135157.cms,,The Economic Times
Tata,lawsuit,Tata lawsuit,Yahoo,Here’s why Nykaa is suing Tata Cliq CEO Gopal Asthana - Times of India,https://timesofindia.indiatimes.com/technology/tech-news/heres-why-nykaa-is-suing-tata-cliq-ceo-gopal-asthana/articleshow/113087875.cms,,The Times of India
Tata,lawsuit,Tata lawsuit,Yahoo,Relief to Tata's IHCL; Delhi HC bars 'Taj Iconic' from using 'Taj' name,https://www.business-standard.com/companies/news/in-relief-to-tata-s-ihcl-delhi-hc-bars-taj-iconic-from-using-taj-name-124090300265_1.html,,Business Standard India
Tata,lawsuit,Tata lawsuit,Yahoo,"Beauty brand Nykaa sues former top official for contract breach, poaching",https://www.business-standard.com/companies/news/beauty-brand-nykaa-sues-former-top-official-for-contract-breach-poaching-124090500111_1.html,,Business Standard India
Tata,lawsuit,Tata lawsuit,Yahoo,Rapido’s unicorn round; Swiggy’s FY24 report,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/rapidos-fundraise-swiggys-financials/articleshow/113077668.cms,,The Economic Times
Tata,lawsuit,Tata lawsuit,Yahoo,Starbucks appoints Brian Niccol as CEO after struggles with mobile orders,https://www.business-standard.com/world-news/starbucks-appoints-brian-niccol-as-ceo-after-struggles-with-mobile-orders-124090800446_1.html,,Business Standard India
Tata,lawsuit,Tata lawsuit,Yahoo,"As US chips away at Chinese capacity, India takes big first steps",https://economictimes.indiatimes.com/industry/cons-products/electronics/india-semiconductor-industry-semiconductor-investments-as-us-chips-away-at-chinese-capacity-india-takes-big-first-steps/articleshow/113148156.cms,,The Economic Times
Tata,lawsuit,Tata lawsuit,Yahoo,Europe air safety regulator orders checks on Airbus A350-1000 engines,https://www.business-standard.com/world-news/europe-air-safety-regulator-orders-checks-on-airbus-a350-1000-engines-124090600173_1.html,,Business Standard India
Tata,lawsuit,Tata lawsuit,Yahoo,Why is SEBI facing flak over ICICI Bank-ICICI Securities merger case? | Explained,https://www.moneycontrol.com/news/business/markets/why-is-sebi-facing-flak-over-icici-bank-icici-securities-merger-case-explained-12813136.html,,CNBC Awaaz
Tata,lawsuit,Tata lawsuit,Yahoo,Europe air safety regulator orders checks on Airbus A350-1000 engines,https://www.business-standard.com/world-news/europe-air-safety-regulator-orders-checks-on-airbus-a350-1000-engines-124090600173_1.html,,Business Standard India
Tata,lawsuit,Tata lawsuit,Yahoo,Why is SEBI facing flak over ICICI Bank-ICICI Securities merger case? | Explained,https://www.moneycontrol.com/news/business/markets/why-is-sebi-facing-flak-over-icici-bank-icici-securities-merger-case-explained-12813136.html,,CNBC Awaaz
Tata,Merger,Tata Merger,Yahoo,Tata tea gold showcases the Bengali way-of-living - ET BrandEquity,https://brandequity.economictimes.indiatimes.com/news/advertising/tata-tea-gold-showcases-the-bengali-way-of-living/113182275,,The Economic Times
Tata,Merger,Tata Merger,Yahoo,Tata Consumer Products Completes Merger of Three Subsidiaries,https://www.siliconindia.com/news/general/tata-consumer-products-completes-merger-of-three-subsidiaries-nid-231580-cid-1.html,,SiliconIndia
Tata,Merger,Tata Merger,Yahoo,"Tata's financial services, insurance biz saw hefty profits in FY24",https://www.business-standard.com/companies/news/tata-group-s-financial-services-business-make-hefty-profits-in-fy24-124090800510_1.html,,Business Standard India
Tata,Merger,Tata Merger,Yahoo,"Air India posts 60 pc fall in losses at INR 4,444 cr in FY24: Tata Group - ET TravelWorld",https://travel.economictimes.indiatimes.com/news/aviation/domestic/air-india-posts-60-pc-fall-in-losses-at-inr-4444-cr-in-fy24-tata-group/113165767,,The Economic Times
Tata,Merger,Tata Merger,Yahoo,"Hot stocks: Brokerage view on Tata Tech, Zomato and Shriram Finance",https://economictimes.indiatimes.com/markets/stocks/news/hot-stocks-brokerage-view-on-tata-tech-zomato-and-shriram-finance/articleshow/113179752.cms,,The Economic Times
Tata,Merger,Tata Merger,Yahoo,Tata Sons board to soon appoint new members: Report,https://www.hindustantimes.com/business/tata-sons-board-to-soon-appoint-new-members-report-101725337410211.html,,Hindustan Times
Tata,Merger,Tata Merger,Yahoo,Crown jewel of Ratan Tata to soon appoint new board members because...,https://www.dnaindia.com/business/report-crown-jewel-of-ratan-tata-to-soon-appoint-new-board-members-because-3105691,,DNA India
Tata,Merger,Tata Merger,Yahoo,Tata Sons board may see new faces soon - The Economic Times,https://economictimes.indiatimes.com/news/company/corporate-trends/tata-sons-board-may-see-new-faces-soon/articleshow/113003257.cms,,The Economic Times
Tata,Merger,Tata Merger,Yahoo,Can Vistara Merger Revive Air India?,https://www.firstpost.com/vantage/can-vistara-merger-revive-air-india-vd484522/,,Firstpost
Tata,Merger,Tata Merger,Yahoo,"Air India posts 60% fall in losses at ₹4,444 crore in FY24: Tata Group",https://www.thehindu.com/business/Industry/air-india-posts-60-fall-in-losses-at-4444-crore-in-fy24-tata-group/article68617244.ece,2024-09-07T14:45:45.000Z,The Hindu
Tata,Merger,Tata Merger,Yahoo,"Tata Curvv petrol and diesel launched in India: Check interior, exterior, pricing and features - Pricing and availability",https://economictimes.indiatimes.com/industry/auto/cars-uvs/tata-curvv-petrol-diesel-launched-in-india-explore-interior-exterior-pricing-features/pricing-and-availability/slideshow/112993061.cms,,The Economic Times
